"Tax_HotelID","Tax_HotelName","Tax_HotelAddress","Tax_City"
11961,"SALT LAKE LODGE","110 DONNA LN","ROCKPORT"
2035,"BRAVE WAVE","1021 S WATER ST # 410","ROCKPORT"
1124,"ARANSAS BAY GETAWAY","1021 S WATER ST # 125","ROCKPORT"
6295,"DESTINATION RELAXATION","1021 S WATER ST # 403","ROCKPORT"
7413,"GONE FISHING","1021 S WATER ST # 117","ROCKPORT"
11029,"PIER PLEASURE","1021 S WATER ST # 301","ROCKPORT"
11030,"PIER PRESSURE","622 COPANO COVE RD","ROCKPORT"
10943,"PEACEFUL PELICAN","1021 S WATER ST # 314","ROCKPORT"
10871,"PARADISE","1021 S WATER ST # 411","ROCKPORT"
14195,"TRADEWINDS","1021 S WATER ST # 305","ROCKPORT"
13619,"TEXAS ROOM","1021 S WATER ST # 104","ROCKPORT"
13955,"THE SEAHORSE ROOM","1021 S WATER ST # 114","ROCKPORT"
13959,"THE SHELL ROOM","1021 S WATER ST # 102","ROCKPORT"
13791,"THE HERON ROOM","1021 S WATER ST # 116","ROCKPORT"
13190,"SUNRISE ROOM","1021 S WATER ST # 122","ROCKPORT"
13901,"THE PELICAN ROOM","1021 S WATER ST # 209","ROCKPORT"
7462,"GRANDVIEW","1021 S WATER ST # 414","ROCKPORT"
11899,"SADE'S PLACE","1021 S WATER ST # 316","ROCKPORT"
7494,"GROUP THERAPY","1021 S WATER ST # 313","ROCKPORT"
12892,"ST CHARLES BAY COTTAGE #7 CAPT. JACK'S","190 LAMAR BEACH RD # 7","ROCKPORT"
12893,"ST CHARLES BAY COTTAGES #9 LITTLE DEVIL","190 LAMAR BEACH RD # 9","ROCKPORT"
12891,"ST CHARLES BAY COTTAGE #10 BIG DEVIL","190 LAMAR BEACH RD # 10","ROCKPORT"
1401,"BAYVIEW RETREAT","1021 S WATER ST # 315","ROCKPORT"
9214,"KONTIKI BAYFRONT CONDOS","2292 N FULTON BEACH RD APT 502","ROCKPORT"
7142,"FISH TALES","1021 S WATER ST # 311","ROCKPORT"
11967,"SALT ON THE RIM","1021 S WATER ST # 203","ROCKPORT"
1560,"BEAUTY BLUES","1021 S WATER ST # 310","ROCKPORT"
10592,"OFF THE HOOK","1021 S WATER ST # 109","ROCKPORT"
16525,"WILD THING","1021 S WATER ST # 307","ROCKPORT"
7403,"GONE COASTAL","1021 S WATER ST # 121","ROCKPORT"
11947,"SAIL AWAY","1021 S WATER ST # 409","ROCKPORT"
11794,"ROCKPORT BREEZE","1021 S WATER ST # 115","ROCKPORT"
7112,"FEELING TIP SEA","1021 S WATER ST # 302","ROCKPORT"
13177,"SUNNY DAZE","1021 S WATER ST # 208","ROCKPORT"
11970,"SALT THERAPY","211 PINTAIL LN","ROCKPORT"
10401,"MUSTANG ISLE","1021 S WATER ST # 210","ROCKPORT"
7752,"HARBOR LIGHTS #12","108 W LAUREL ST # 12","ROCKPORT"
9213,"KONTIKI BAYFRONT","2292 N FULTON BEACH RD APT 405","ROCKPORT"
5215,"COOL RUNNINGS","1021 S WATER ST # 216","ROCKPORT"
5223,"COPANO HAVEN","128 RIDGE HARBOR DR","ROCKPORT"
1967,"BLUE PEARL","836 RATTLESNAKE POINT RD","ROCKPORT"
645,"A SALTY TEXAN","1141 N FULTON BEACH RD # 10","ROCKPORT"
1972,"BLUE SEAHORSE","1021 S WATER ST # 106","ROCKPORT"
11979,"SALTY PELICAN","1021 S WATER ST # 101","ROCKPORT"
12918,"STARFISH","1021 S WATER ST # 108","ROCKPORT"
12073,"SANDY OASIS","19 SANDPIPER LN","ROCKPORT"
1035,"ANGLETS PARADISE","1021 S WATER ST # 110","ROCKPORT"
1310,"BAY DREAMIN","1021 S WATER ST # 213","ROCKPORT"
11647,"RETREAT ON ROCKPORT BAY","1021 S WATER ST # 214","ROCKPORT"
2546,"CASA ROCKPORT","322 COPANO RIDGE RD","ROCKPORT"
10015,"MARINA CLUB CONDO A2","28 SANDOLLAR ST APT 2A","ROCKPORT"
12318,"SEAHORSE COVE","2003 N FULTON BEACH RD # 322","ROCKPORT"
1335,"BAYDREAMER","210 LANDS END ST","ROCKPORT"
5220,"COPANO BREEZE","80 COPANO RIDGE RD APT 103","ROCKPORT"
1327,"BAY JA VU","1021 S WATER ST # 111","ROCKPORT"
16416,"WATER'S EDGE","1021 S WATER ST # 413","ROCKPORT"
10150,"MI REFUGIO","476 COPANO RIDGE RD","ROCKPORT"
13102,"SUGAR'S BY THE SEA","181 PORT SAINT CLAIRE","CITY BY THE SEA"
5986,"CROWN'S NEST","524 S FULTON BEACH RD","ROCKPORT"
12474,"SHORT 2 PLEASE","1021 S WATER ST # 212","ROCKPORT"
2215,"BYA HOUSE CONDOS #2705","1841 BROADWAY ST # 2705","ROCKPORT"
11811,"ROD AND REEL","1021 S WATER ST # 211","ROCKPORT"
10106,"MERMAID COVE","401 COPANO RIDGE RD","ROCKPORT"
12224,"SEA GUN BAYHOME #128","5866 HIGHWAY 35 N UNIT 128","ROCKPORT"
5944,"COZY CABANA","1021 S WATER ST # 120","ROCKPORT"
11803,"ROCKPORT RETREAT","1021 S WATER ST # 118","ROCKPORT"
1339,"BAYHOUSE CONDO #2501","2501 BAYHOUSE DR UNIT 2501","ROCKPORT"
14311,"TROUT TANK","34B BELAIRE DR","ROCKPORT"
1897,"BIG TREE COTTAGES","130 LAMAR BEACH RD","ROCKPORT"
1340,"BAYHOUSE CONDO 2704","2704 BAYHOUSE DR UNIT 2704","ROCKPORT"
13683,"THE BLUE HERON","538 COPANO COVE RD","ROCKPORT"
15225,"TWIN GULL","356 E SAGEBRUSH ST","ROCKPORT"
14203,"TRANQUILITY AWAITS","111 REDFISH POINT DR","ROCKPORT"
1192,"ATTITUDE ADJUSTMENT","1807 BAY SHORE DR","ROCKPORT"
6445,"DRIFTING AWAY","1021 S WATER ST # 127","ROCKPORT"
1422,"BEACH BLISS","1801 BROADWAY ST # 15","ROCKPORT"
1941,"BLUE CRAB COVE","132 TEAL RD","ROCKPORT"
11973,"SALTY ATTITUDE","111 PINTAIL LN","ROCKPORT"
6302,"DEWEY'S PLACE","3 SCALLOP DR","ROCKPORT"
9215,"KONTIKI BEACH RESORT #218- STAY SALTY","2290 N FULTON BEACH RD # 218","ROCKPORT"
2391,"CAPE VELERO","1001 CAPE VELERO DR UNIT B3","ROCKPORT"
6382,"DOLPHIN PARADISE","156 PORT SAINT CLAIRE","ROKCPORT"
1341,"BAYHOUSE CONDOS #2709","1841 BROADWAY ST","ROCKPORT"
6689,"EL PASO HOLIDAY INN EXPRESS","11825 GATEWAY BLVD W","EL PASO"
1700,"BEST WESTERN HERITAGE INN","10521 EAST FWY","HOUSTON"
6141,"DAY'S INN","650 S HIGHWAY 77","ROBSTOWN"
2291,"CANDLEWOOD STES AUSTIN SOUTH","4320 S INTERSTATE 35","AUSTIN"
12991,"STAYBRIDGE SUITES SAN ANTIONIO","4320 SPECTRUM ONE","SAN ANTONIO"
12970,"STAYBRIDGE SUITES AUSTIN ARBORETUM","10201 STONELAKE BLVD","AUSTIN"
2338,"CANDLEWOOD SUITES AUSTIN ARBORETUM NW","9701 STONELAKE BLVD","AUSTIN"
2345,"CANDLEWOOD SUITES DALLAS ARLINGTON","2221 BROOKHOLLOW PLAZA DR","ARLINGTON"
2346,"CANDLEWOOD SUITES DALLAS BY THE GALLERIA","13939 NOEL RD","DALLAS"
2342,"CANDLEWOOD SUITES DALLAS-FORT WORTH /FOSSIL CREEK","5201 ENDICOTT AVE","FORT WORTH"
2343,"CANDLEWOOD SUITES DALLAS-LAS COLINAS","5300 GREEN PARK DR","IRVING"
2344,"CANDLEWOOD SUITES DALLAS - PLANO","4701 LEGACY DR","PLANO"
2356,"CANDLEWOOD SUITES HOUSTON BY THE GALLERIA","4900 LOOP CENTRAL DR","HOUSTON"
2355,"CANDLEWOOD SUITES HOUSTON -CLEAR LAKE","2737 BAY AREA BLVD","HOUSTON"
2371,"CANDLWOOD SUITES HOUSTON - TOWN & COUNTRY","10503 TOWN AND COUNTRY WAY","HOUSTON"
2354,"CANDLEWOOD SUITES HOUSTON - WESTCHASE","4033 W SAM HOUSTON PKWY S # 5","HOUSTON"
2369,"CANDLEWOOD SUITES SAN ANTONIO","9350 W INTERSTATE 10","SAN ANTONIO"
8765,"INTERCONTINENTAL AUSTIN","701 CONGRESS AVE","AUSTIN"
12975,"STAYBRIDGE SUITES DALLAS - COLLINAS","1201 EXECUTIVE CIR","IRVING"
2347,"CANDLEWOOD SUITES DALLAS, NORTH RICHARDSON","12525 GREENVILLE AVE","DALLAS"
9147,"KEY ALLEGRO REAL ESTATE I INC","1798 BAYSHORE DR","ROCKPORT"
2696,"CITY OF ABBOTT","11800 DOMAIN BLVD STE 300","AUSTIN"
2698,"CITY OF ABERNATHY","11800 DOMAIN BLVD STE 300","AUSTIN"
2700,"CITY OF ABILENE","11800 DOMAIN BLVD STE 300","AUSTIN"
2703,"CITY OF ACKERLY","11800 DOMAIN BLVD STE 300","AUSTIN"
2704,"CITY OF ADDISON","11800 DOMAIN BLVD STE 300","AUSTIN"
2706,"CITY OF ADRIAN","11800 DOMAIN BLVD STE 300","AUSTIN"
2707,"CITY OF AGUA DULCE","11800 DOMAIN BLVD STE 300","AUSTIN"
2708,"CITY OF AIKEN","11800 DOMAIN BLVD STE 300","AUSTIN"
2709,"CITY OF ALAMO","11800 DOMAIN BLVD STE 300","AUSTIN"
2711,"CITY OF ALAMO HEIGHTS","11800 DOMAIN BLVD STE 300","AUSTIN"
2713,"CITY OF ALBA","11800 DOMAIN BLVD STE 300","AUSTIN"
2715,"CITY OF ALBANY","11800 DOMAIN BLVD STE 300","AUSTIN"
2717,"CITY OF ALEDO","11800 DOMAIN BLVD STE 300","AUSTIN"
2718,"CITY OF ALICE","11800 DOMAIN BLVD STE 300","AUSTIN"
2720,"CITY OF ALLEN","11800 DOMAIN BLVD STE 300","AUSTIN"
2723,"CITY OF ALMA","11800 DOMAIN BLVD STE 300","AUSTIN"
2724,"CITY OF ALPINE","11800 DOMAIN BLVD STE 300","AUSTIN"
2726,"CITY OF ALTO","11800 DOMAIN BLVD STE 300","AUSTIN"
2727,"CITY OF ALTOGA","11800 DOMAIN BLVD STE 300","AUSTIN"
2728,"CITY OF ALTON","11800 DOMAIN BLVD STE 300","AUSTIN"
2729,"CITY OF ALVARADO","11800 DOMAIN BLVD STE 300","AUSTIN"
2730,"CITY OF ALVIN","11800 DOMAIN BLVD STE 300","AUSTIN"
2732,"CITY OF ALVORD","11800 DOMAIN BLVD STE 300","AUSTIN"
2733,"CITY OF AMARILLO","11800 DOMAIN BLVD STE 300","AUSTIN"
2736,"CITY OF AMES","11800 DOMAIN BLVD STE 300","AUSTIN"
2737,"CITY OF AMHERST","11800 DOMAIN BLVD STE 300","AUSTIN"
2738,"CITY OF ANAHUAC","11800 DOMAIN BLVD STE 300","AUSTIN"
2740,"CITY OF ANDERSON","11800 DOMAIN BLVD STE 300","AUSTIN"
2742,"CITY OF ANDREWS","11800 DOMAIN BLVD STE 300","AUSTIN"
2746,"CITY OF ANGLETON","11800 DOMAIN BLVD STE 300","AUSTIN"
2748,"CITY OF ANGUS","11800 DOMAIN BLVD STE 300","AUSTIN"
2749,"CITY OF ANNA","11800 DOMAIN BLVD STE 300","AUSTIN"
2751,"CITY OF ANNETTA","11800 DOMAIN BLVD STE 300","AUSTIN"
2753,"CITY OF ANNETTA NORTH","11800 DOMAIN BLVD STE 300","AUSTIN"
2754,"CITY OF ANNONA","11800 DOMAIN BLVD STE 300","AUSTIN"
2755,"CITY OF ANSON","11800 DOMAIN BLVD STE 300","AUSTIN"
2756,"CITY OF ANTHONY","11800 DOMAIN BLVD STE 300","AUSTIN"
2758,"CITY OF ANTON","11800 DOMAIN BLVD STE 300","AUSTIN"
2759,"CITY OF APPLEBY","11800 DOMAIN BLVD STE 300","AUSTIN"
2760,"CITY OF AQUILLA","11800 DOMAIN BLVD STE 300","AUSTIN"
2762,"CITY OF ARANSAS PASS","11800 DOMAIN BLVD STE 300","AUSTIN"
2765,"CITY OF ARCHER CITY","11800 DOMAIN BLVD STE 300","AUSTIN"
2767,"CITY OF ARCOLA","11800 DOMAIN BLVD STE 300","AUSTIN"
2768,"CITY OF ARGYLE","11800 DOMAIN BLVD STE 300","AUSTIN"
2770,"CITY OF ARLINGTON","11800 DOMAIN BLVD STE 300","AUSTIN"
2774,"CITY OF ARP","11800 DOMAIN BLVD STE 300","AUSTIN"
2776,"CITY OF ASHERTON","11800 DOMAIN BLVD STE 300","AUSTIN"
2777,"CITY OF ASPERMONT","11800 DOMAIN BLVD STE 300","AUSTIN"
2780,"CITY OF ATHENS","11800 DOMAIN BLVD STE 300","AUSTIN"
2782,"CITY OF ATLANTA","11800 DOMAIN BLVD STE 300","AUSTIN"
2783,"CITY OF AUBREY","11800 DOMAIN BLVD STE 300","AUSTIN"
2786,"CITY OF AURORA","11800 DOMAIN BLVD STE 300","AUSTIN"
2787,"CITY OF AUSTIN","11800 DOMAIN BLVD STE 300","AUSTIN"
2790,"CITY OF AUSTWELL","11800 DOMAIN BLVD STE 300","AUSTIN"
2791,"CITY OF AVERY","11800 DOMAIN BLVD STE 300","AUSTIN"
2793,"CITY OF AVINGER","11800 DOMAIN BLVD STE 300","AUSTIN"
2795,"CITY OF AZLE","11800 DOMAIN BLVD STE 300","AUSTIN"
2798,"CITY OF BAILEY","11800 DOMAIN BLVD STE 300","AUSTIN"
2799,"CITY OF BAILEYS PRAIRIE","11800 DOMAIN BLVD STE 300","AUSTIN"
2800,"CITY OF BAIRD","11800 DOMAIN BLVD STE 300","AUSTIN"
2802,"CITY OF BALCH SPRINGS","11800 DOMAIN BLVD STE 300","AUSTIN"
2804,"CITY OF BALCONES HEIGHTS","11800 DOMAIN BLVD STE 300","AUSTIN"
2806,"CITY OF BALLINGER","11800 DOMAIN BLVD STE 300","AUSTIN"
2808,"CITY OF BALMORHEA","11800 DOMAIN BLVD STE 300","AUSTIN"
2810,"CITY OF BANDERA","11800 DOMAIN BLVD STE 300","AUSTIN"
2812,"CITY OF BANGS","11800 DOMAIN BLVD STE 300","AUSTIN"
2813,"CITY OF BARDWELL","11800 DOMAIN BLVD STE 300","AUSTIN"
2815,"CITY OF BARRY","11800 DOMAIN BLVD STE 300","AUSTIN"
2816,"CITY OF BARSTOW","11800 DOMAIN BLVD STE 300","AUSTIN"
2817,"CITY OF BARTLETT","11800 DOMAIN BLVD STE 300","AUSTIN"
2819,"CITY OF BARTONVILLE","11800 DOMAIN BLVD STE 300","AUSTIN"
2821,"CITY OF BASTROP","11800 DOMAIN BLVD STE 300","AUSTIN"
2823,"CITY OF BAY CITY","11800 DOMAIN BLVD STE 300","AUSTIN"
2825,"CITY OF BAYOU VISTA","11800 DOMAIN BLVD STE 300","AUSTIN"
2827,"CITY OF BAYSIDE","11800 DOMAIN BLVD STE 300","AUSTIN"
2829,"CITY OF BAYTOWN","11800 DOMAIN BLVD STE 300","AUSTIN"
2831,"CITY OF BAYVIEW","11800 DOMAIN BLVD STE 300","AUSTIN"
2833,"CITY OF BEACH CITY","11800 DOMAIN BLVD STE 300","AUSTIN"
2835,"CITY OF BEAR CREEK","11800 DOMAIN BLVD STE 300","AUSTIN"
2837,"CITY OF BEASLEY","11800 DOMAIN BLVD STE 300","AUSTIN"
2838,"CITY OF BEAUMONT","11800 DOMAIN BLVD STE 300","AUSTIN"
2841,"CITY OF BECKVILLE","11800 DOMAIN BLVD STE 300","AUSTIN"
2842,"CITY OF BEDFORD","11800 DOMAIN BLVD STE 300","AUSTIN"
2845,"CITY OF BEDIAS","11800 DOMAIN BLVD STE 300","AUSTIN"
2847,"CITY OF BEE CAVE","11800 DOMAIN BLVD STE 300","AUSTIN"
2849,"CITY OF BEEVILLE","11800 DOMAIN BLVD STE 300","AUSTIN"
2851,"CITY OF BELLAIRE","11800 DOMAIN BLVD STE 300","AUSTIN"
2853,"CITY OF BELLEVUE","11800 DOMAIN BLVD STE 300","AUSTIN"
2855,"CITY OF BELLMEAD","11800 DOMAIN BLVD STE 300","AUSTIN"
2857,"CITY OF BELLS","11800 DOMAIN BLVD STE 300","AUSTIN"
2858,"CITY OF BELLVILLE","11800 DOMAIN BLVD STE 300","AUSTIN"
2860,"CITY OF BELTON","11800 DOMAIN BLVD STE 300","AUSTIN"
2862,"CITY OF BENAVIDES","11800 DOMAIN BLVD STE 300","AUSTIN"
2863,"CITY OF BENBROOK","11800 DOMAIN BLVD STE 300","AUSTIN"
2866,"CITY OF BENJAMIN","11800 DOMAIN BLVD STE 300","AUSTIN"
2869,"CITY OF BERRYVILLE","11800 DOMAIN BLVD STE 300","AUSTIN"
2871,"CITY OF BERTRAM","11800 DOMAIN BLVD STE 300","AUSTIN"
2873,"CITY OF BEVERLY HILLS","11800 DOMAIN BLVD STE 300","AUSTIN"
2875,"CITY OF BEVIL OAKS","11800 DOMAIN BLVD STE 300","AUSTIN"
2877,"CITY OF BIG LAKE","11800 DOMAIN BLVD STE 300","AUSTIN"
2879,"CITY OF BIG SANDY","11800 DOMAIN BLVD STE 300","AUSTIN"
2881,"CITY OF BIG SPRING","11800 DOMAIN BLVD STE 300","AUSTIN"
2883,"CITY OF BIG WELLS","11800 DOMAIN BLVD STE 300","AUSTIN"
2884,"CITY OF BISHOP","11800 DOMAIN BLVD STE 300","AUSTIN"
2886,"CITY OF BISHOP HILLS","11800 DOMAIN BLVD STE 300","AUSTIN"
2887,"CITY OF BLACKWELL","11800 DOMAIN BLVD STE 300","AUSTIN"
2888,"CITY OF BLANCO","11800 DOMAIN BLVD STE 300","AUSTIN"
2890,"CITY OF BLANKET","11800 DOMAIN BLVD STE 300","AUSTIN"
2893,"CITY OF BLOOMBURG","11800 DOMAIN BLVD STE 300","AUSTIN"
2894,"CITY OF BLOOMING GROVE","11800 DOMAIN BLVD STE 300","AUSTIN"
2895,"CITY OF BLOSSOM","11800 DOMAIN BLVD STE 300","AUSTIN"
2897,"CITY OF BLUE MOUND","11800 DOMAIN BLVD STE 300","AUSTIN"
2899,"CITY OF BLUE RIDGE","11800 DOMAIN BLVD STE 300","AUSTIN"
2902,"CITY OF BLUM","11800 DOMAIN BLVD STE 300","AUSTIN"
2903,"CITY OF BOERNE","11800 DOMAIN BLVD STE 300","AUSTIN"
2905,"CITY OF BOGATA","11800 DOMAIN BLVD STE 300","AUSTIN"
2906,"CITY OF BONHAM","11800 DOMAIN BLVD STE 300","AUSTIN"
2908,"CITY OF BONNEY","11800 DOMAIN BLVD STE 300","AUSTIN"
2909,"CITY OF BOOKER","11800 DOMAIN BLVD STE 300","AUSTIN"
2910,"CITY OF BORGER","11800 DOMAIN BLVD STE 300","AUSTIN"
2912,"CITY OF BOVINA","11800 DOMAIN BLVD STE 300","AUSTIN"
2913,"CITY OF BOWIE","11800 DOMAIN BLVD STE 300","AUSTIN"
2915,"CITY OF BOYD","11800 DOMAIN BLVD STE 300","AUSTIN"
2918,"CITY OF BRACKETTVILLE","11800 DOMAIN BLVD STE 300","AUSTIN"
2920,"CITY OF BRADY","11800 DOMAIN BLVD STE 300","AUSTIN"
2922,"CITY OF BRANCH","11800 DOMAIN BLVD STE 300","AUSTIN"
2924,"CITY OF BRAZORIA","11800 DOMAIN BLVD STE 300","AUSTIN"
2926,"CITY OF BRAZOS COUNTRY","11800 DOMAIN BLVD STE 300","AUSTIN"
2927,"CITY OF BRECKENRIDGE","11800 DOMAIN BLVD STE 300","AUSTIN"
2929,"CITY OF BREMOND","11800 DOMAIN BLVD STE 300","AUSTIN"
2931,"CITY OF BRENHAM","11800 DOMAIN BLVD STE 300","AUSTIN"
2933,"CITY OF BRIAR","11800 DOMAIN BLVD STE 300","AUSTIN"
2934,"CITY OF BRIARCLIFF","11800 DOMAIN BLVD STE 300","AUSTIN"
2937,"CITY OF BRIAROAKS","11800 DOMAIN BLVD STE 300","AUSTIN"
2938,"CITY OF BRIDGE CITY","11800 DOMAIN BLVD STE 300","AUSTIN"
2940,"CITY OF BRIDGEPORT","11800 DOMAIN BLVD STE 300","AUSTIN"
2942,"CITY OF BROADDUS","11800 DOMAIN BLVD STE 300","AUSTIN"
2944,"CITY OF BRONTE","11800 DOMAIN BLVD STE 300","AUSTIN"
2945,"CITY OF BROOKSHIRE","11800 DOMAIN BLVD STE 300","AUSTIN"
2947,"CITY OF BROOKSIDE VILLAGE","11800 DOMAIN BLVD STE 300","AUSTIN"
2949,"CITY OF BROWNDELL","11800 DOMAIN BLVD STE 300","AUSTIN"
2950,"CITY OF BROWNFIELD","11800 DOMAIN BLVD STE 300","AUSTIN"
2952,"CITY OF BROWNSBORO","11800 DOMAIN BLVD STE 300","AUSTIN"
2954,"CITY OF BROWNSVILLE","11800 DOMAIN BLVD STE 300","AUSTIN"
2957,"CITY OF BROWNWOOD","11800 DOMAIN BLVD STE 300","AUSTIN"
2959,"CITY OF BRUCEVILLE EDDY","11800 DOMAIN BLVD STE 300","AUSTIN"
2961,"CITY OF BRYAN","11800 DOMAIN BLVD STE 300","AUSTIN"
2963,"CITY OF BRYSON","11800 DOMAIN BLVD STE 300","AUSTIN"
2966,"CITY OF BUCKHOLTS","11800 DOMAIN BLVD STE 300","AUSTIN"
2967,"CITY OF BUDA","11800 DOMAIN BLVD STE 300","AUSTIN"
2969,"CITY OF BUFFALO","11800 DOMAIN BLVD STE 300","AUSTIN"
2971,"CITY OF BUFFALO GAP","11800 DOMAIN BLVD STE 300","AUSTIN"
2973,"CITY OF BUFFALO SPRINGS","11800 DOMAIN BLVD STE 300","AUSTIN"
2975,"CITY OF BULLARD","11800 DOMAIN BLVD STE 300","AUSTIN"
2977,"CITY OF BULVERDE","11800 DOMAIN BLVD STE 300","AUSTIN"
2979,"CITY OF BULVERDE NORTHWEST","11800 DOMAIN BLVD STE 300","AUSTIN"
2980,"CITY OF BUNKER HILL VILLAGE","11800 DOMAIN BLVD STE 300","AUSTIN"
2982,"CITY OF BURKBURNETT","11800 DOMAIN BLVD STE 300","AUSTIN"
2984,"CITY OF BURKE","11800 DOMAIN BLVD STE 300","AUSTIN"
2986,"CITY OF BURLESON","11800 DOMAIN BLVD STE 300","AUSTIN"
2988,"CITY OF BURNET","11800 DOMAIN BLVD STE 300","AUSTIN"
2990,"CITY OF BURTON","11800 DOMAIN BLVD STE 300","AUSTIN"
2992,"CITY OF BYERS","11800 DOMAIN BLVD STE 300","AUSTIN"
2993,"CITY OF BYNUM","11800 DOMAIN BLVD STE 300","AUSTIN"
2995,"CITY OF CACTUS","11800 DOMAIN BLVD STE 300","AUSTIN"
2997,"CITY OF CADDO MILLS","11800 DOMAIN BLVD STE 300","AUSTIN"
2999,"CITY OF CALDWELL","11800 DOMAIN BLVD STE 300","AUSTIN"
3001,"CITY OF CALLISBURG","11800 DOMAIN BLVD STE 300","AUSTIN"
3002,"CITY OF CALVERT","11800 DOMAIN BLVD STE 300","AUSTIN"
3004,"CITY OF CAMERON","11800 DOMAIN BLVD STE 300","AUSTIN"
3006,"CITY OF CAMP WOOD","11800 DOMAIN BLVD STE 300","AUSTIN"
3008,"CITY OF CAMPBELL","11800 DOMAIN BLVD STE 300","AUSTIN"
3010,"CITY OF CANADIAN","11800 DOMAIN BLVD STE 300","AUSTIN"
3012,"CITY OF CANEY CITY","11800 DOMAIN BLVD STE 300","AUSTIN"
3015,"CITY OF CANYON","11800 DOMAIN BLVD STE 300","AUSTIN"
3018,"CITY OF CARBON","11800 DOMAIN BLVD STE 300","AUSTIN"
3019,"CITY OF CARLS CORNER","11800 DOMAIN BLVD STE 300","AUSTIN"
3020,"CITY OF CARMINE","11800 DOMAIN BLVD STE 300","AUSTIN"
3023,"CITY OF CARRIZO SPRINGS","11800 DOMAIN BLVD STE 300","AUSTIN"
3025,"CITY OF CARROLLTON","11800 DOMAIN BLVD STE 300","AUSTIN"
3028,"CITY OF CARTHAGE","11800 DOMAIN BLVD STE 300","AUSTIN"
3030,"CITY OF CASHION COMMUNITY","11800 DOMAIN BLVD STE 300","AUSTIN"
3032,"CITY OF CASTLE HILLS","11800 DOMAIN BLVD STE 300","AUSTIN"
3035,"CITY OF CASTROVILLE","11800 DOMAIN BLVD STE 300","AUSTIN"
3037,"CITY OF CEDAR HILL","11800 DOMAIN BLVD STE 300","AUSTIN"
3039,"CITY OF CEDAR PARK","11800 DOMAIN BLVD STE 300","AUSTIN"
3041,"CITY OF CELESTE","11800 DOMAIN BLVD STE 300","AUSTIN"
3042,"CITY OF CELINA","11800 DOMAIN BLVD STE 300","AUSTIN"
3044,"CITY OF CENTER","11800 DOMAIN BLVD STE 300","AUSTIN"
3047,"CITY OF CENTERVILLE","11800 DOMAIN BLVD STE 300","AUSTIN"
3048,"CITY OF CHANDLER","11800 DOMAIN BLVD STE 300","AUSTIN"
3051,"CITY OF CHANNING","11800 DOMAIN BLVD STE 300","AUSTIN"
3052,"CITY OF CHARLOTTE","11800 DOMAIN BLVD STE 300","AUSTIN"
3054,"CITY OF CHESTER","11800 DOMAIN BLVD STE 300","AUSTIN"
3055,"CITY OF CHICO","11800 DOMAIN BLVD STE 300","AUSTIN"
3057,"CITY OF CHILDRESS","11800 DOMAIN BLVD STE 300","AUSTIN"
3059,"CITY OF CHILLICOTHE","11800 DOMAIN BLVD STE 300","AUSTIN"
3061,"CITY OF CHINA","11800 DOMAIN BLVD STE 300","AUSTIN"
3063,"CITY OF CHINA GROVE","11800 DOMAIN BLVD STE 300","AUSTIN"
3064,"CITY OF CHIRENO","11800 DOMAIN BLVD STE 300","AUSTIN"
3065,"CITY OF CHRISTINE","11800 DOMAIN BLVD STE 300","AUSTIN"
3067,"CITY OF CIBOLO","11800 DOMAIN BLVD STE 300","AUSTIN"
3069,"CITY OF CISCO","11800 DOMAIN BLVD STE 300","AUSTIN"
3071,"CITY OF CLARENDON","11800 DOMAIN BLVD STE 300","AUSTIN"
3072,"CITY OF CLARKSVILLE","11800 DOMAIN BLVD STE 300","AUSTIN"
3074,"CITY OF CLARKSVILLE CITY","11800 DOMAIN BLVD STE 300","AUSTIN"
3075,"CITY OF CLAUDE","11800 DOMAIN BLVD STE 300","AUSTIN"
3077,"CITY OF CLEAR LAKE SHORES","11800 DOMAIN BLVD STE 300","AUSTIN"
3079,"CITY OF CLEBURNE","11800 DOMAIN BLVD STE 300","AUSTIN"
3081,"CITY OF CLEVELAND","11800 DOMAIN BLVD STE 300","AUSTIN"
3083,"CITY OF CLIFTON","11800 DOMAIN BLVD STE 300","AUSTIN"
3085,"CITY OF CLINT","11800 DOMAIN BLVD STE 300","AUSTIN"
3087,"CITY OF CLUTE","11800 DOMAIN BLVD STE 300","AUSTIN"
3090,"CITY OF CLYDE","11800 DOMAIN BLVD STE 300","AUSTIN"
3092,"CITY OF COAHOMA","11800 DOMAIN BLVD STE 300","AUSTIN"
3093,"CITY OF COCKRELL HILL","11800 DOMAIN BLVD STE 300","AUSTIN"
3095,"CITY OF COFFEE CITY","11800 DOMAIN BLVD STE 300","AUSTIN"
3097,"CITY OF COLDSPRING","11800 DOMAIN BLVD STE 300","AUSTIN"
3099,"CITY OF COLEMAN","11800 DOMAIN BLVD STE 300","AUSTIN"
3101,"CITY OF COLLEGE STATION","11800 DOMAIN BLVD STE 300","AUSTIN"
3104,"CITY OF COLLEYVILLE","11800 DOMAIN BLVD STE 300","AUSTIN"
3106,"CITY OF COLLINSVILLE","11800 DOMAIN BLVD STE 300","AUSTIN"
3108,"CITY OF COLMESNEIL","11800 DOMAIN BLVD STE 300","AUSTIN"
3110,"CITY OF COLORADO CITY","11800 DOMAIN BLVD STE 300","AUSTIN"
3112,"CITY OF COLUMBUS","11800 DOMAIN BLVD STE 300","AUSTIN"
3114,"CITY OF COMANCHE","11800 DOMAIN BLVD STE 300","AUSTIN"
