"Tp_HotelID","Tp_HotelName","Tp_HotelAddress","Tp_City"
13563246,"Bridget's Bed & Breakfast","416 / 416 B Main Street"," MARBLE FALLS"
99246,"Hill Country Motel","1101 US Highway 281 North"," MARBLE FALLS"
16436811,"Heart Of Texas Retreat","317 Hickory Creek Rd"," MARBLE FALLS"
647154,"Bella Vista on Lake Travis","1455 Cimarron Ranch Rd"," MARBLE FALLS"
1637873,"Sunset Point","2322 Wirtz Dam Rd"," MARBLE FALLS"
10317388,"The Suites at Market on H","206 Avenue H"," MARBLE FALLS"
13136656,"Bridget's Bed and Breakfast","416B Main St"," MARBLE FALLS"
6507593,"Wallace Guest House","910 3rd St"," MARBLE FALLS"
596314,"Kings Inn Motel","1907 Lamar Ave"," PARIS"
1485619,"Comfort Inn & Suites","3035 NE Loop 286"," PARIS"
224445,"Hampton Inn Paris","3563 NE Loop 286"," PARIS"
106536,"Days Inn by Wyndham Paris","2650 N Main St Highway 271 & Loop 286 North East"," PARIS"
897036,"La Quinta Inn & Suites by Wyndham Paris","3205 NE Loop 286"," PARIS"
1465068,"Holiday Inn Express Hotel & Suites Paris","3025 NE Loop 286"," PARIS"
12274904,"Paris Inn & Suites","3075 NE Loop 286"," PARIS"
99345,"Quality Inn","3505 N.E. Loop US 286"," PARIS"
73286,"Americas Best Value Inn","3755 NE Loop 286"," PARIS"
4090878,"American Inn & Suites","2501 N Main St"," PARIS"
6001873,"Paris Extended Stay Suites","1518 Lamar Ave"," PARIS"
99347,"Motel 6 Paris","425 35th St NE"," PARIS"
99346,"Baymont by Wyndham Paris","3560 NE Loop 286"," PARIS"
247138,"Best Western Port Lavaca Inn","2202 North Highway 35 N"," PORT LAVACA"
1767200,"Executive Inn Port Lavaca","2007 State Highway 35 N"," PORT LAVACA"
5999509,"Chaparral Motel","2086 State Highway 35 N"," PORT LAVACA"
99366,"Americas Best Value Inn","2100 North Highway 35 between I-35 and I-238"," PORT LAVACA"
21203570,"Royal Inn","150 State Highway 35 N"," PORT LAVACA"
575207,"Motel 6 Port Lavaca","2621 Highway 35 North SR 35 at SR 238/Broadway Street"," PORT LAVACA"
1635026,"Circle H Motel","558 Margie Tewmey Rd"," PORT LAVACA"
1207279,"The Lighthouse at Sandcastle","73 Sandcastle Dr"," PORT LAVACA"
15145677,"Port Lavaca/Matagorda Bay KOA","1348 Co Road 302 On Carancahua Bay"," PORT LAVACA"
7759437,"Texas Lakeside RV Resort","2499 W Austin St"," PORT LAVACA"
1641420,"Powderhorn Lake RV Park","601 Powderhorn Ln"," PORT LAVACA"
10700588,"Oceanside RV Resort","1162 N Ocean Dr Magnolia Beach"," PORT LAVACA"
6022219,"Holiday Motel","2805 State Highway 35 S"," PORT LAVACA"
1028827,"Hampton Inn & Suites Houston-Rosenberg","3312 Vista Dr"," ROSENBERG"
1485920,"SpringHill Suites Houston Rosenberg","6815 Reading Rd"," ROSENBERG"
124459,"Days Inn by Wyndham Rosenberg","3555 Highway 36 S"," ROSENBERG"
1556883,"Super 8 by Wyndham Rosenberg TX","3314 1st St"," ROSENBERG"
223651,"Motel 6 Rosenberg","27927 Southwest Fwy"," ROSENBERG"
106458,"Knights Inn Rosenberg","26010 Southwest Fwy"," ROSENBERG"
1634980,"Lone Star Inn by FairBridge","4606 Avenue H"," ROSENBERG"
20403465,"Express Inn","3220 1st St"," ROSENBERG"
463961,"Scottish Inns and Suites Rosenberg, TX","28150 Southwest Fwy # 36"," ROSENBERG"
472228,"Travelers Inn and Suites","3210 1st St"," ROSENBERG"
1584115,"Palace Inn Rosenberg","26035 Southwest Fwy"," ROSENBERG"
1645397,"Whites Motel","2316 Avenue H"," ROSENBERG"
5416580,"Woodland Inn And Suites Rosenberg","4814 Avenue H"," ROSENBERG"
622720,"Holiday Inn Express Hotel & Suites Sherman Highway 75","2909 Michelle Dr"," SHERMAN"
106352,"La Quinta Inn & Suites by Wyndham Sherman","2912 N US Highway 75"," SHERMAN"
106372,"Quality Suites Sherman","2900 N US Highway 75"," SHERMAN"
106367,"Hampton Inn Sherman","2904 Michelle Dr"," SHERMAN"
6712199,"Travelers Inn, Sherman. TX.","401 S Sam Rayburn Fwy"," SHERMAN"
2724106,"Sherman Inn","1831 Texoma Pkwy"," SHERMAN"
543189,"Days Inn by Wyndham Sherman","3605 S US Highway 75"," SHERMAN"
4607628,"Motel 6 Sherman, TX","2105 Texoma Pkwy"," SHERMAN"
106347,"Super 8 by Wyndham Sherman","111 E FM 1417 Hwy. 75 & 1417"," SHERMAN"
13995880,"LoneStar Inn and Suite","2105 Texoma Pkwy Suite 200"," SHERMAN"
7381711,"Economy Inn","1530 Texoma Pkwy"," SHERMAN"
1643393,"OK Inn Motel","2813 S Travis St"," SHERMAN"
6640592,"Sazon Anita Vineyards Bed & Breakfast","589 Old Quail Run Rd"," SHERMAN"
19235089,"Lazy L RV Park","310 W Wilson Ave"," SHERMAN"
1632791,"Crossroads Inn","2424 Texoma Pkwy"," SHERMAN"
634891,"Hampton Inn & Suites Stephenville","910 Harbin Drive"," STEPHENVILLE"
653022,"La Quinta Inn & Suites by Wyndham Stephenville","105 Christy Plz"," STEPHENVILLE"
1175830,"Best Western Plus Stephenville Inn","121 S Lockhart Rd"," STEPHENVILLE"
73204,"Americas Best Value Inn- Stephenville","1625 W South Loop 377 Bypass"," STEPHENVILLE"
1862712,"Caravan Inn","811 East Rd Hwy 281 & 377 Loop"," STEPHENVILLE"
1484739,"Super 8 by Wyndham Stephenville","921 S Second Ave"," STEPHENVILLE"
2012776,"Hoof Prints Ranch","1495 S US Highway 281"," STEPHENVILLE"
19736055,"Lost Creek RV Park","1962 Highway 281"," STEPHENVILLE"
223631,"La Quinta Inn & Suites by Wyndham Dalhart","801 Liberal St"," DALHART"
251038,"Super 8 by Wyndham Dalhart","403 Tanglewood Rd East Highway 54"," DALHART"
105919,"Days Inn by Wyndham Dalhart","701 Liberal St Hwy 54 East"," DALHART"
4041697,"Sands Motel","301 Liberal St"," DALHART"
1159115,"Regency Inn","918 Liberal St"," DALHART"
15518133,"Holiday Inn Express and Suites Dalhart","12012 S Highway 87"," DALHART"
3592776,"Budget Inn Motel Dalhart","415 Liberal St"," DALHART"
98603,"Econo Lodge Dalhart Hwy 54 - Hwy 287","123 Liberal St"," DALHART"
1636466,"XIT Ranch Motel","209 Liberal St"," DALHART"
2233136,"Western Skies Motor Inn","623 Denver Ave"," DALHART"
1628235,"Corral RV Park","Highway 54 East"," DALHART"
4025287,"Texas Inn Motel","711 Olive Ave"," DALHART"
119048,"Carroll's Bed and Breakfast","1901 S Highway 87"," DALHART"
10242644,"Best Western Town Center Inn","1005 Fairfield Blvd"," WESLACO"
229604,"Super 8 by Wyndham Weslaco","1702 E Expressway 83"," WESLACO"
19065454,"Hampton Inn Weslaco","1004 Fairfield Blvd"," WESLACO"
309380,"Holiday Inn Express Hotel & Suites Weslaco","421 S International Blvd"," WESLACO"
7356314,"Motel 6 Weslaco","1024 W Expressway 83 between N Border and N Westgate"," WESLACO"
2227420,"Weslaco Inn","2716 E Business 83"," WESLACO"
73121,"Palm Aire Hotel & Suites","415 S International Blvd"," WESLACO"
653741,"Express Inn Weslaco/Mercedes","3021 E Expressway 83"," WESLACO"
1478386,"Texas Inn Weslaco","1818 N Texas Blvd"," WESLACO"
3153465,"Deluxe Inn and Suites Weslaco","601 N Westgate Dr"," WESLACO"
99684,"Vali Ho Motel","2100 East Business Highway 83"," WESLACO"
5293367,"Country Sunshine RV Resort","1601 S Airport Dr"," WESLACO"
5260666,"Southern Comfort RV Resort","1501 S Airport Dr"," WESLACO"
4731803,"Snow to Sun RV Resort","1701 N International Blvd"," WESLACO"
1644672,"Flora Motel","709 E Business 83"," WESLACO"
13154034,"Peregrine Townhomes","10202 Blue Water Hwy"," FREEPORT"
15780358,"Days Inn by Wyndham Freeport","1700 N Avenue J"," FREEPORT"
16497679,"Freeport Extended Stay Studios","525 County Road 330"," FREEPORT"
13437808,"Motel 6","1015 W 2nd St"," FREEPORT"
16762920,"Days Inn by Wyndham Freeport","1701 N Avenue K"," FREEPORT"
16665825,"Custom Touch Village","4040 FM 523 Rd"," FREEPORT"
17599664,"Blue Water RV Resort","11511 Blue Water Hwy"," FREEPORT"
1125539,"Cedar Sands Motel","343 Gulf Beach dr."," FREEPORT"
3637404,"San Luis Pass County Park","14001 Cr 257"," FREEPORT"
1647534,"Gulf Crest Motel","1603 N Brazosport Blvd"," FREEPORT"
1648973,"Surfside Beach RV Park","102 Fort Velasco Dr"," FREEPORT"
1645381,"Austin's Landing RV Park & Resort","318 Thunder Rd"," FREEPORT"
21347868,"Kountry Ranch Rv Park","2433 Duncan Dr"," FREEPORT"
20296939,"Blue Water Courts Motel","2838 E Highway 332"," FREEPORT"
19699183,"Park Avenue Lofts And Ballroom","224 West Park Avenue"," FREEPORT"
1940955,"Comfort Suites Greenville","2005 Center Point Ln"," GREENVILLE"
618943,"Hampton Inn & Suites Greenville","3001 Kari Ln"," GREENVILLE"
223638,"Holiday Inn Express Greenville","2901 Mustang Xing"," GREENVILLE"
3578868,"Royal Inn Greenville","5118 Interstate Highway 30"," GREENVILLE"
106964,"Super 8 by Wyndham Greenville","5010 Highway 69 South"," GREENVILLE"
275465,"Express Inn And Suites","1215 I-30 East"," GREENVILLE"
3543771,"Budget Inn Greenville","1600 Interstate Highway 30"," GREENVILLE"
106970,"Guest Inn & Suites-Greenville","1209 East I-30 Frontage Road"," GREENVILLE"
6932219,"East Texas RV Park","2935 State Highway 69 S"," GREENVILLE"
530368,"Super 8 By Wyndham Jasper Texas","2100 N Wheeler St Highway 96 north"," JASPER"
626044,"Holiday Inn Express Hotel & Suites Jasper","501 W Gibson St"," JASPER"
119063,"Swann Hotel Bed and Breakfast","250 N Main St"," JASPER"
73421,"Best Western Inn Of Jasper","205 W Gibson St"," JASPER"
627513,"Econo Lodge Jasper","612 W Gibson St"," JASPER"
106846,"Rodeway Inn Jasper","239 E Gibson St"," JASPER"
21277443,"Sunrise Inn","1700 S Wheeler St"," JASPER"
106858,"Deluxe Inn","1730 S Wheeler St"," JASPER"
1158906,"Budget Inn","900 E Gibson St"," JASPER"
1503460,"Americas Best Value Inn Jasper","1700 S Wheeler St"," JASPER"
2257209,"The Belle Jim Hotel","160 N Austin St"," JASPER"
20300402,"Magnolia Ridge","1376 Magnolia St"," JASPER"
12696790,"Twin Dikes","Sam Rayburn Reservoir"," JASPER"
1957494,"Hampton Inn La Grange","1624 W State Highway 71"," LA GRANGE"
618913,"Best Western La Grange Inn & Suites","600 E State Highway 71 Byp"," LA GRANGE"
273419,"River Valley Motor Inn","1575 West Travis Street Business Hwy. 71 West"," LA GRANGE"
595413,"The Oak Motel","227 S Jefferson St"," LA GRANGE"
669351,"Cottonwood Inn","1494 W State Bus. Hwy 71"," LA GRANGE"
570167,"Executive Inn of Lagrange","1708 W State Highway 71"," LA GRANGE"
626245,"Carter Motel","243 Ellinger Rd"," LA GRANGE"
665113,"Brendan Manor","345 E Travis St"," LA GRANGE"
9881798,"Colorado Landing RV Park","64 E Bluff Vw"," LA GRANGE"
4922623,"Big Tin Bed and Breakfast","714 E Radhost School Rd"," LA GRANGE"
4922624,"Blue Willow Farm B&B","1412 S US Highway 77"," LA GRANGE"
1636474,"The Meerscheidt House Bed & Breakfast","458 N Monroe St"," LA GRANGE"
1894464,"Texana Historic Hacienda","2647 Kallus Rd"," LA GRANGE"
4922621,"Ammannsville Cottages","9018 Fm 1383"," LA GRANGE"
4922622,"Bed & Breakfast on Main","512 S Main St"," LA GRANGE"
73315,"Best Western Inn Of Navasota","8965 Highway 6"," NAVASOTA"
4760604,"Red Velvet Inn","803 S La Salle St"," NAVASOTA"
1563762,"Comfort Inn & Suites Navasota","9345 Highway 6"," NAVASOTA"
1653557,"Bogart's Casa Blanca","1302 E Washington Ave"," NAVASOTA"
13091589,"7D Ranch Texas","2729 County Road 305"," NAVASOTA"
247134,"Navasota Inn","9460 Highway 6 Loop"," NAVASOTA"
12301217,"The Graceful Inn","716 E Washington Ave"," NAVASOTA"
612082,"Wranglers SteakHouse Restaurant","8965 Highway 6"," NAVASOTA"
498324,"Best Value Inn Navasota","9484 Highway 6"," NAVASOTA"
4763247,"Angels Gate B&B","203 Brewer St"," NAVASOTA"
6886665,"Lone Star Resort","3206 County Road 325"," NAVASOTA"
7804673,"Vanguard Motel","711 N La Salle St"," NAVASOTA"
1206350,"Victorian Bed and Breakfast","705 Teague St"," NAVASOTA"
21358010,"Getaway Brazos Valley","17777 Deer Run Road"," NAVASOTA"
1147708,"Hilton Garden Inn Houston/Pearland","12101 Shadow Creek Pkwy"," PEARLAND"
257023,"Hampton Inn Houston Pearland","6515 Broadway St"," PEARLAND"
1165138,"Courtyard by Marriott Houston Pearland","11200 Broadway St"," PEARLAND"
17339587,"Home2 Suites by Hilton Houston Pearland","13923 South Freeway"," PEARLAND"
1743729,"La Quinta Inn & Suites by Wyndham Pearland - Houston South","9002 Broadway St"," PEARLAND"
1484269,"Comfort Suites Pearland - South Houston","2806 Miller Ranch Rd Cr 94"," PEARLAND"
73283,"Best Western Pearland Inn","1855 N Main St Hwy 35"," PEARLAND"
816503,"Sleep Inn & Suites Hotel Pearland - Houston South","1908 Country Place Pkwy"," PEARLAND"
1493261,"Candlewood Suites","9015 Broadway St"," PEARLAND"
1852910,"Holiday Inn Express & Suites Houston South - Pearland","13931 South Fwy Hwy 288"," PEARLAND"
23168571,"Cullen Rv Resort","3802 Joe Drive"," PEARLAND"
21140855,"Pearwood RV Park","17549 Cr 127"," PEARLAND"
623676,"Hampton Inn & Suites Pharr","300 W Nolana Loop"," PHARR"
242392,"La Quinta Inn & Suites by Wyndham Pharr - Rio Grande Valley","4603 N Cage Blvd"," PHARR"
483344,"La Quinta Inn & Suites by Wyndham Pharr North McAllen","4607 N Cage Blvd"," PHARR"
105996,"Red Roof Inn Pharr - McAllen","4401 N Cage Blvd"," PHARR"
242391,"Comfort Inn & Suites","2706 N Cage Blvd"," PHARR"
282707,"Motel 6 Pharr","4701 N Cage Blvd"," PHARR"
446895,"Holiday Inn Express Pharr TX","205 W Nolana Loop"," PHARR"
618192,"WoodSpring Suites Pharr","1207 W. Expressway 83"," PHARR"
105999,"Americas Best Value Inn Pharr","1301 W US Highway 83"," PHARR"
105995,"Texas Inn & Suites","1130 East Expressway 83"," PHARR"
1493254,"Hotel Pharr Plaza","3400 S Cage Blvd"," PHARR"
1913757,"Travelodge Pharr/McAllen","1200 W Sam Houston Blvd"," PHARR"
247136,"Red Carpet Inn Pharr","203 South Jackson Road"," PHARR"
1637950,"Pen-Ann Motor Hotel","1007 West US Highway 83"," PHARR"
12970041,"Fairfield Inn & Suites by Marriott Fort Worth South/Burleson","201 Pace Alsbury Ct"," BURLESON"
1147264,"Best Western Plus Burleson Inn & Suites","516 Memorial Plaza"," BURLESON"
1101250,"Hampton Inn & Suites Ft. Worth - Burleson","13251 Jake Ct"," BURLESON"
1546545,"La Quinta Inn & Suites By Wyndham Burleson","225 E Alsbury Blvd"," BURLESON"
1676365,"North Texas Jellystone Park","2301 S Burleson Blvd"," BURLESON"
107310,"Quality Suites Burleson - Ft. Worth","321 S Burleson Blvd"," BURLESON"
631347,"Holiday Inn Express-Burleson","13250 Jake Ct"," BURLESON"
109164,"Super 8 by Wyndham Burleson Fort Worth Area","151 E Alsbury Blvd"," BURLESON"
13429352,"Red Roof PLUS+ Fort Worth - Burleson","200 Pace Alsbury Court"," BURLESON"
1200570,"Five Star Inn","2701 S Burleson Blvd"," BURLESON"
123713,"Studio 6 Burleson","12450 South Fwy I-35 West & Rendon Crowley Rd"," BURLESON"
107308,"Days Inn by Wyndham Burleson Ft. Worth","329 S Burleson Blvd"," BURLESON"
1628812,"Puddin's Place B & B","845 Royal Oak Ln"," BURLESON"
640002,"RV Ranch Of South Ft. Worth","2301 S Ih 35w"," BURLESON"
1007847,"Inn on the Creek","602 Center Cir"," SALADO"
122687,"Yellow House Bed and Breakfast","2290 Fm 2268"," SALADO"
99394,"Stagecoach Inn","416 S Main St"," SALADO"
601778,"Holiday Inn Express Salado-Belton","1991 N Stagecoach Rd IH - 35 North"," SALADO"
812360,"Baines House Inn","316 Royal St"," SALADO"
1383089,"Days Inn by Wyndham Salado","10825 S Interstate 35"," SALADO"
122666,"Inn at Salado","7 N Main St North Main Street at Pace Park Drive"," SALADO"
82279,"Rose Mansion","903 Rose Way"," SALADO"
2539712,"Red Barn Hideaway","231 College Hill Dr."," SALADO"
122683,"Halley House Bed and Breakfast","North Main Street P.O. Box 125"," SALADO"
82281,"Vickrey House Bed and Breakfast 1885","402 N Main St"," SALADO"
1476610,"Salado Friendship House","901 Center Cir"," SALADO"
530995,"Timbers at the Sawmill","409 Salado Plaza Dr"," SALADO"
1466066,"Brambley Hedge Country Inn","1530 FM 2268 East"," SALADO"
282709,"Houston Marriott Sugar Land","16090 City Walk"," SUGAR LAND"
8687073,"SpringHill Suites Houston Sugar Land","13434 Southwest Fwy"," SUGAR LAND"
12553156,"Courtyard Houston Sugar Land/Lake Pointe","16740 Creek Bend Dr"," SUGAR LAND"
1858988,"Hyatt Place Houston/Sugar Land","16730 Creek Bend Dr"," SUGAR LAND"
950309,"Best Western Sugarland Inn","6330 E River Park Dr"," SUGAR LAND"
106320,"Drury Inn & Suites Houston Sugar Land","13770 Southwest Fwy"," SUGAR LAND"
223191,"Extended Stay America - Houston - Sugar Land","13420 Southwest Fwy (Highway 59)"," SUGAR LAND"
1141309,"Hilton Garden Inn Houston / Sugar Land","722 Bonaventure Way"," SUGAR LAND"
223181,"Best Western Plus Sugar Land Houston","14444 Southwest Fwy"," SUGAR LAND"
16787446,"Budget Host Inn & Suites","11103 S Highway 6"," SUGAR LAND"
16782333,"Budget Host Inn and Suites","11103 S Texas 6"," SUGAR LAND"
13339865,"Crystal Inn","9720 South Texas 6"," SUGAR LAND"
19120792,"Texas Inn","28372 Southwest Fwy"," SUGAR LAND"
21503731,"Usa Rv Park","20825 Southwest Fwy"," SUGAR LAND"
12221930,"Hyatt Place Dallas/The Colony","5200 Memorial Dr"," THE COLONY"
10781868,"Hampton Inn & Suites Dallas-The Colony, TX","3650 Plano Pkwy"," THE COLONY"
11863438,"La Quinta Inn & Suites by Wyndham Dallas Plano - The Colony","3750 Market St"," THE COLONY"
9452193,"Holiday Inn Plano - The Colony","4301 Paige Rd"," THE COLONY"
17765042,"Holiday Inn Express & Suites Plano - The Colony","5290 Memorial Dr"," THE COLONY"
12483278,"Staybridge Suites Plano - The Colony","5280 Memorial Dr"," THE COLONY"
1390006,"Fairfield Inn & Suites Dallas Plano/The Colony","5909 Stone Creek Dr"," THE COLONY"
1449336,"Residence Inn Dallas Plano/The Colony","6600 Cascades Ct"," THE COLONY"
8778798,"Courtyard Dallas Plano/The Colony","5917 Stone Creek Dr"," THE COLONY"
106246,"Comfort Suites the Colony - Plano West","4796 Memorial Dr"," THE COLONY"
21092092,"Tru by Hilton The Colony Dallas","5252 Memorial Drive"," THE COLONY"
22974206,"Homewood Suites By Hilton Dallas The Colony","3750 Bargain Way"," THE COLONY"
4547493,"Budget Suites of America","5289 State Highway 121"," THE COLONY"
12945045,"Pinebrook Guesthouse","5801 Pinebrook Dr"," THE COLONY"
1498904,"The Crossroads Inn","625 N Nugent Ave"," JOHNSON CITY"
19723162,"Carter Creek Winery Resort & Spa","4064 W US Highway 290"," JOHNSON CITY"
293235,"Best Western Johnson City Inn","107 E US Highway 290"," JOHNSON CITY"
647173,"Exotic Resort Zoo","235 Zoo Trl"," JOHNSON CITY"
1637895,"Miller Creek RV Resort","5618 Hwy 281 South"," JOHNSON CITY"
10698869,"Lighthouse Hill Ranch","787 Mountain Top Dr"," JOHNSON CITY"
1464686,"Ranch 3232","Highway 3232"," JOHNSON CITY"
142072,"Selah, Bamberger Ranch","2341 Blue Ridge Dr"," JOHNSON CITY"
10066133,"Roadrunner RV Park","501 Highway 281 South"," JOHNSON CITY"
12083933,"Flat Creek Crossing Ranch","159 Ulrich Road"," JOHNSON CITY"
270413,"Hes' Country Store Bed and Breakfast","2341 Blue Ridge Dr Bamberger Ranch Preserve"," JOHNSON CITY"
11426344,"Fairfield Inn & Suites Corpus Christi Aransas Pass","2679 N Business Highway 35"," ARANSAS PASS"
575641,"Microtel Inn & Suites by Wyndham Aransas Pass/Corpus Christi","355 E Goodnight Ave"," ARANSAS PASS"
240003,"Hawthorn Suites by Wyndham Aransas Pass","501 E Goodnight Ave"," ARANSAS PASS"
247124,"Super 8 by Wyndham Aransas Pass","500 E Goodnight Ave State 35 to Bus 35 to Hwy 361"," ARANSAS PASS"
106165,"Americas Best Value Inn & Suites","410 E Goodnight Ave"," ARANSAS PASS"
3386458,"Pelican Inn Aransas Pass","545 N Commercial St"," ARANSAS PASS"
1643414,"Neptune Motel","1330 S Commercial St"," ARANSAS PASS"
106160,"Travelodge Aransas Pass","545 N Commercial St"," ARANSAS PASS"
16879355,"Aransas Oaks RV","2250 S Commercial St"," ARANSAS PASS"
1117994,"Dominican Breeze Cottages & Suites","556 N Houston St"," ARANSAS PASS"
3870501,"ICW RV Park","427 E Ransom Rd"," ARANSAS PASS"
12239169,"Southern Oaks Luxury RV Resort","1850 Highway 35 Byp"," ARANSAS PASS"
6001770,"Executive Inn & Suites","1515 W Wheeler Ave"," ARANSAS PASS"
8473723,"Cedar Lodge Motel","702 N Commercial St"," ARANSAS PASS"
10791165,"Towneplace Suites by Marriott McAllen Edinburg","502 W Trenton Rd"," EDINBURG"
73600,"Best Western Plus Edinburg Inn & Suites","2708 S Business Highway 281"," EDINBURG"
7307268,"Holiday Inn Express & Suites Edinburg-Mcallen Area","3801 S Business Highway 281"," EDINBURG"
254912,"Comfort Inn","4001 S Business Highway 281"," EDINBURG"
11955154,"Mainstay Suites","4001 S Business Highway 281 Building B"," EDINBURG"
98795,"Echo Hotel and Conference Center","1903 S Closner Blvd"," EDINBURG"
1724124,"Edinburg Executive Inn","2006 S Closner Blvd"," EDINBURG"
17820973,"Tru By Hilton Edinburg","407 W Trenton Rd"," EDINBURG"
15521934,"Homestay Inn & Suites Edinburg","2737 S Business Highway 281"," EDINBURG"
20805940,"Home2 Suites by Hilton Edinburg","411 W Trenton Rd"," EDINBURG"
106099,"Motel 6 Edinburg","1806 S Closner Blvd"," EDINBURG"
488836,"Texas Inn and Suites Rio Grande Valley","1210 E Canton Rd off Route 281 / I69C"," EDINBURG"
12292313,"Texas Inn and Suites City Center at University Dr","202 N 25th Avenue"," EDINBURG"
6028051,"Budget Inn","2207 S Business Highway 281"," EDINBURG"
1790078,"Best Western Plus Royal Mountain Inn & Suites","1814 State Highway 31 E"," ATHENS"
639047,"Holiday Inn Express - Hotel & Suites","1119 E Tyler St"," ATHENS"
459977,"Super 8 by Wyndham Athens TX","205 US Highway 175 W"," ATHENS"
9884563,"Tara Inn","8603 County Road 3914"," ATHENS"
3569676,"Victorian Inn Athens","1803 State Highway 31 E"," ATHENS"
257412,"Stay Express Inn Athens","716 E Tyler St"," ATHENS"
98400,"Hilltop Inn","State Route 31 East"," ATHENS"
3659020,"The Texan RV Park & Campus","9024 US Highway 175 W"," ATHENS"
3613057,"Meadowlark Fields Country House","7185 Fm 1615"," ATHENS"
12923370,"Windsor Place RV Estates","1506 W Corsicana St"," ATHENS"
1467240,"Plum Pond Bed & Breakfast of East Texas","13234 County Road 3801"," ATHENS"
82003,"Oak Meadow Bed and Breakfast","2781 FM 2495"," ATHENS"
6852742,"The Geranium House Bed & Breakfast","600 Wood St"," ATHENS"
611292,"Hampton Inn & Suites Waxahachie","2010 Civic Center Ln"," WAXAHACHIE"
656712,"Best Western Plus Waxahachie Inn & Suites","1701 N Highway 77"," WAXAHACHIE"
122695,"The English Merchant's Inn","717 W Main St"," WAXAHACHIE"
1765606,"Comfort Suites Waxahachie","131 Rvg Pkwy"," WAXAHACHIE"
10199105,"Fairfield Inn & Suites Dallas Waxahachie","2020 Civic Center Ln"," WAXAHACHIE"
1307583,"La Quinta Inn & Suites by Wyndham Waxahachie","311 Stadium Dr Hwy 77 & Hwy 287"," WAXAHACHIE"
295503,"Holiday Inn Express Hotel & Suites","984 West US Highway 287 Bypass"," WAXAHACHIE"
229603,"Super 8 by Wyndham Waxahachie TX","400 North Interstate 35 East Us 287 & I-35 E"," WAXAHACHIE"
2153035,"Texas Inn Motel","3381 S Interstate Highway 35 E"," WAXAHACHIE"
82369,"Chaska House Bed and Breakfast","716 W Main St"," WAXAHACHIE"
21203024,"Northside RV Resort","200 East Butcher Rd."," WAXAHACHIE"
604839,"Wildcatter Ranch","6062 State Highway 16 S"," GRAHAM"
498333,"Best Western Plus Graham Inn","1707 State Highway 16 S"," GRAHAM"
1465180,"Holiday Inn Express Hotel & Suites Graham","1581 380 Byp"," GRAHAM"
19825230,"Executive Inn","1919 State Highway 16 S"," GRAHAM"
1105789,"Possum Hollow Lodge","Possum Hollow"," GRAHAM"
1926741,"Knights Inn Graham","1516 Highway 16 South"," GRAHAM"
659439,"Gateway Inn Motel","1401 Highway 16 South"," GRAHAM"
561167,"Rainbow's Inn Bed & Breakfast","1404 4th St"," GRAHAM"
9789378,"Fox Hollow Resort","4705 Fox Hollow Rd"," GRAHAM"
553716,"Hillcrest House","925 Hillcrest Dr"," GRAHAM"
2411003,"Revel Manor","700 Cherry St"," GRAHAM"
1629239,"Brazos Hideaway RV Park and Campground","522 Race Track Rd"," GRAHAM"
550030,"Palace Inn Kemah","1411 Highway 146"," KEMAH"
82212,"Clipper House Inn","710 Bradford Ave"," KEMAH"
269223,"Kemah Escape","617 9th St"," KEMAH"
1049039,"A White Texas Pelican","408A Bay Ave"," KEMAH"
15766167,"Brickhouse RV Resort","1029 Marina Bay Dr"," KEMAH"
8742574,"USA RV Resorts Marina Bay","925 Marina Bay Dr"," KEMAH"
2292490,"Seaside Inn","503 Bay Ave"," KEMAH"
1837053,"Captain's Quarters","701 Bay Ave"," KEMAH"
1948482,"Kemah Gardens","1019 Lewis Dr"," KEMAH"
567569,"Kemah RV Resort","673 Miles Rd"," KEMAH"
9884794,"Fairfield Inn & Suites Cuero","2121 N Esplanade St"," CUERO"
5871299,"Americas Best Value Inn & Suites","3531 N Esplanade St"," CUERO"
1676171,"Baymont by Wyndham Cuero","308 Park Heights Dr"," CUERO"
4027503,"Hotel Texas Cuero","2400 N Esplanade St"," CUERO"
7683748,"Cuero Oilfield Housing","513 Fm 766"," CUERO"
6575473,"Holiday Inn Express & Suites Cuero","3371 N Esplanade St"," CUERO"
636249,"Executive Inn and Suites","2125 North Esplanade Highway 183"," CUERO"
296697,"Wildflower Inn & RV Park","2117 N Esplanade St"," CUERO"
23165177,"Cuero's Copper Inn","2127 N Esplanade St"," CUERO"
10892584,"Antlers Inn","1304 E Broadway St"," CUERO"
18935618,"TexInn","2127 N Esplanade St"," CUERO"
952621,"Broadway House Bed & Breakfast","205 E Broadway St."," CUERO"
2711309,"Ridge View Ranch Bed & Breakfast","264 Evening Cloud Ln"," CUERO"
1764379,"Hampton Inn Sulphur Springs","1202 Mockingbird Ln"," SULPHUR SPRINGS"
1485963,"La Quinta Inn & Suites by Wyndham Sulphur Springs","1344 Eaton Dr"," SULPHUR SPRINGS"
657716,"Clarion Pointe Sulphur Springs","411 Industrial Dr E"," SULPHUR SPRINGS"
12515780,"The Oaks Bed and Breakfast","516 Oak Ave"," SULPHUR SPRINGS"
2430143,"Motel 6 Sulphur Springs","1529 Industrial Dr E"," SULPHUR SPRINGS"
124475,"Days Inn & Suites by Wyndham Sulphur Springs","1521 Industrial Dr E"," SULPHUR SPRINGS"
542994,"Royal Inn","1233 S Broadway St Exit 124 on I-30"," SULPHUR SPRINGS"
