"Tp_HotelID","Tp_HotelName","Tp_HotelAddress","Tp_City"
22828042,"Furnished Apartments Downtown Houston","Houston","HOUSTON"
20978966,"Travel Inn San Antonio Lackland Sea World","San Antonio","SAN ANTONIO"
20898298,"Vacation Crashpad","San Antonio","SAN ANTONIO"
113612,"Ziller House","Austin","AUSTIN"
21405116,"Luxe Apartments At The Domain By WanderJaunt","Austin","AUSTIN"
21346389,"Stylish North Austin Apartments By WanderJaunt","Austin","AUSTIN"
21339153,"Historic Rocky Hill","Fredericksburg","FREDERICKSBURG"
125051,"Schildknecht - Weidenfeller House","Fredericksburg","FREDERICKSBURG"
125050,"Fredericksburg Bakery Bed and Breakfast","Fredericksburg","FREDERICKSBURG"
125053,"Kuenemann House Inn","Fredericksburg","FREDERICKSBURG"
619959,"Rocking Ox Gastehaus","Fredericksburg","FREDERICKSBURG"
1466039,"Shatzie Guest Ranch","Fredericksburg","FREDERICKSBURG"
21340518,"Nautilus Condos","Corpus Christi","CORPUS CHRISTI"
22840089,"Palm Bay Condos","Corpus Christi","CORPUS CHRISTI"
1450663,"The Sapphire South Padre Island","South Padre Island","SOUTH PADRE ISLAND"
21014561,"Sunchase","South Padre Island","SOUTH PADRE ISLAND"
21392517,"Gulfview II Condominiums by Padre Island Rentals","South Padre Island","SOUTH PADRE ISLAND"
21353406,"Gulfview ll By Padre Getaways","South Padre Island","SOUTH PADRE ISLAND"
142119,"Ambassador Hotel","Arlington","ARLINGTON"
1751234,"Baker Guest House","Odessa","ODESSA"
1467449,"Barr Ranch Retreat","Odessa","ODESSA"
1467173,"Sayles Ranch Guesthouses","Abilene","ABILENE"
114958,"Stillwater Inn","Jefferson","JEFFERSON"
504556,"Scarlett O'Hardy's Bed and Breakfast","Jefferson","JEFFERSON"
629244,"Trail's End Guest House","Kerrville","KERRVILLE"
570277,"Longhorn Ranch Motel","Terlingua","TERLINGUA"
486424,"Overland Trail Campground and RV Park","Fort Davis","FORT DAVIS"
19260224,"Oeste Boutique Campground","Dripping Springs","DRIPPING SPRINGS"
122712,"Pine Cone Country Inn","Athens","ATHENS"
16713866,"Train Robber Ranch","Rusk","RUSK"
1639344,"Cherokee Rose","Rusk","RUSK"
189219,"Bay Shore Suites","Port O'Connor","PORT O'CONNOR"
6125129,"New Tracks Llama Ranch Bed and Breakfast","Kyle","KYLE"
142091,"Quarters at Presidio la Bahia","Goliad","GOLIAD"
1024160,"LaFonda Ranch","Brackettville","BRACKETTVILLE"
1191654,"Blue Dolphin","Batson","BATSON"
1077902,"The Island on Lake Travis","Lago Vista","LAGO VISTA"
1207438,"The Foreman's Cottage Bed and Breakfast","Albany","ALBANY"
98954,"DoubleTree by Hilton Hotel & Suites Houston by the Galleria","5353 Westheimer Rd Across from the Galleria Mall"," HOUSTON"
99110,"The Lancaster Hotel","701 Texas St"," HOUSTON"
641273,"Hotel ZaZa Houston Museum District","5701 Main St"," HOUSTON"
223173,"Red Roof Inn Houston - Westchase","2960 W Sam Houston Pkwy S"," HOUSTON"
282699,"Hilton Americas - Houston","1600 Lamar"," HOUSTON"
1200103,"The Moran CITYCENTRE","800 Sorella Ct"," HOUSTON"
223167,"Hotel Derek Houston Galleria","2525 West Loop S"," HOUSTON"
283873,"Hotel ICON, Autograph Collection","220 Main St"," HOUSTON"
5888188,"JW Marriott Houston Downtown","806 Main St"," HOUSTON"
10159638,"Marriott Marquis Houston","1777 Walker St"," HOUSTON"
242394,"Royal Sonesta Houston Galleria","2222 West Loop S"," HOUSTON"
12814937,"Hotel ZaZa Houston Memorial City","9787 Katy Fwy"," HOUSTON"
99116,"The Whitehall Houston","1700 Smith St"," HOUSTON"
8627958,"Hyatt Place Houston/Galleria","5252 W Alabama St"," HOUSTON"
525232,"Club Quarters Hotel in Houston","720 Fannin St"," HOUSTON"
13819550,"The Post Oak Hotel at Uptown Houston","1600 West Loop South"," HOUSTON"
99006,"Hyatt Regency Houston","1200 Louisiana St In the Center of Downtown"," HOUSTON"
98956,"Wyndham Houston - Medical Center Hotel and Suites","6800 Main St"," HOUSTON"
285808,"La Quinta Inn & Suites by Wyndham Kingwood Houston IAH Airpt","22790 Highway 59 N"," HOUSTON"
8131713,"Hyatt Regency Houston/Galleria","2626 Sage Rd"," HOUSTON"
578694,"Days Inn & Suites by Wyndham Houston Hobby Airport","9114 Airport Blvd"," HOUSTON"
98944,"Hilton Houston Post Oak by the Galleria","2001 Post Oak Blvd"," HOUSTON"
107856,"La Quinta Inn & Suites by Wyndham Houston Galleria Area","1625 West Loop S"," HOUSTON"
99015,"La Quinta Inn by Wyndham Houston Cy-Fair","13290 Fm 1960 Rd W"," HOUSTON"
12907635,"Embassy Suites By Hilton Houston West - Katy","16435 Katy Fwy"," HOUSTON"
14114230,"Hilton Garden Inn Houston Hobby Airport","8001 Monroe Boulevard"," HOUSTON"
15828095,"Home2 Suites by Hilton Houston Westchase","3125 Wilcrest Dr"," HOUSTON"
8494644,"Best Western Plus Westheimer-Westchase Inn & Suites","2451 Hayes Rd"," HOUSTON"
107994,"HomeTowne Studios by Red Roof Houston - Northwest","5959 Guhn Rd"," HOUSTON"
107915,"Drury Inn & Suites Houston Near The Galleria","1615 W. Loop South"," HOUSTON"
1438752,"Embassy Suites by Hilton Houston - Energy Corridor","11730 Katy Fwy"," HOUSTON"
10121914,"Hampton Inn Houston Downtown","710 Crawford St"," HOUSTON"
14142752,"InterContinental Houston - Medical Center","6750 Main St"," HOUSTON"
19120904,"The Westin Houston Medical Center","1709 Dryden Rd"," HOUSTON"
596013,"Hotel Indigo Houston at the Galleria","5160 Hidalgo St Galleria / Uptown"," HOUSTON"
5496351,"La Quinta Inn & Suites by Wyndham Houston Willowbrook","8383 FM 1960 West"," HOUSTON"
10666840,"Home2 Suites by Hilton Houston Energy Corridor","1106 Sherwood Forest St"," HOUSTON"
99120,"SureStay Plus By Best Western Hotel Houston Medical Center","6700 South Main Street"," HOUSTON"
6563513,"Holiday Inn Houston Downtown","1616 Main St"," HOUSTON"
266157,"Magnolia Hotel Houston, A Tribute Portfolio Hotel","1100 Texas Avenue"," HOUSTON"
1966350,"The Westin Houston Memorial City","945 Gessner Rd"," HOUSTON"
99114,"The Westin Galleria Houston","5060 W Alabama St"," HOUSTON"
107834,"Hyatt Place Houston Bush Airport","300 Ronan Park Place"," HOUSTON"
124937,"La Quinta Inn by Wyndham Houston Greenway Plaza Medical Area","4015 Southwest Fwy"," HOUSTON"
17442330,"Cambria Hotel Houston Downtown Convention Center","1314 Texas Avenue"," HOUSTON"
608401,"Homewood Suites Houston near the Galleria","2950 Sage Rd"," HOUSTON"
9135574,"Holiday Inn Express & Suites Houston NW - Hwy 290 Cypress","10520 Huffmeister Rd"," HOUSTON"
257022,"Best Western Galleria Inn & Suites","6229 Richmond Ave"," HOUSTON"
9776353,"Hilton Garden Inn Houston Cypress Station","160 Wagon Point Dr"," HOUSTON"
99058,"Hilton Houston NASA Clear Lake","3000 Nasa Pkwy"," HOUSTON"
108141,"La Quinta Inn & Suites by Wyndham Houston Bush Iah South","15510 John F Kennedy Blvd"," HOUSTON"
223136,"La Quinta Inn & Suites by Wyndham Houston Southwest","6790 Southwest Fwy"," HOUSTON"
223145,"Embassy Suites by Hilton Houston Near the Galleria","2911 Sage Rd"," HOUSTON"
98943,"C. Baldwin, Curio Collection by Hilton","400 Dallas St"," HOUSTON"
223228,"Country Inn & Suites by Radisson, Houston Northwest, TX","12915 FM 1960 Rd W Wortham Blvd"," HOUSTON"
111618,"DoubleTree by Hilton Houston Greenway Plaza","6 Greenway Plz"," HOUSTON"
223151,"Hampton Inn & Suites Houston Medical Center NRG Park","1715 Old Spanish Trl"," HOUSTON"
17796246,"OYO Hotel Houston I-69 & I-610","8100 Eastex Fwy"," HOUSTON"
99098,"Great Value Inn","6060 Hooton St"," HOUSTON"
615260,"Hotel Granduca Houston","1080 Uptown Park Blvd"," HOUSTON"
98987,"Houston Airport Marriott at George Bush Intercontinental","18700 John F Kennedy Blvd"," HOUSTON"
99010,"JW Marriott Houston by the Galleria","5150 Westheimer Rd"," HOUSTON"
812523,"La Quinta Inn & Suites by Wyndham Houston - Westchase","10850 Harwin Dr"," HOUSTON"
1573321,"SpringHill Suites Houston Intercontinental Airport","15840 John F Kennedy Blvd"," HOUSTON"
5272077,"Courtyard Houston Kingwood","130 Northpark Plaza Dr Kingwood"," HOUSTON"
10758755,"Hampton Inn & Suites Houston I-10 West Park Row","18014 Park Row"," HOUSTON"
671200,"La Quinta Inn & Suites by Wyndham Houston Hobby Airport","8776 Airport Blvd"," HOUSTON"
13552282,"Homewood Suites By Hilton Houston Memorial","9450 Katy Fwy"," HOUSTON"
107947,"La Quinta Inn & Suites by Wyndham Houston West Park 10","15225 Katy Fwy"," HOUSTON"
240437,"Best Western Plus Hobby Airport Inn & Suites","8778 Airport Blvd"," HOUSTON"
99132,"Hilton Houston Westchase","9999 Westheimer Rd"," HOUSTON"
10806750,"Comfort Suites Northwest Houston at Beltway 8","8155 N Sam Houston Pkwy W"," HOUSTON"
98996,"Hilton Houston Plaza/Medical Center","6633 Travis St"," HOUSTON"
11777107,"Grand Villa Inn & Suites Chinatown","5969 W Sam Houston Pkwy S"," HOUSTON"
6161700,"Courtyard Houston NW/290 Corridor","6708 Gessner Rd"," HOUSTON"
99103,"Sheraton Suites Houston Near The Galleria","2400 West Loop S"," HOUSTON"
223159,"Holiday Inn Express Houston-Downtown Convention Center","1810 Bell St"," HOUSTON"
107711,"Extended Stay America - Houston - Willowbrook - HWY 249","16939 State Highway 249"," HOUSTON"
99137,"Hilton Houston North","12400 Greenspoint Dr"," HOUSTON"
223154,"Hampton Inn Houston - Near The Galleria","4500 Post Oak Pkwy"," HOUSTON"
98959,"Holiday Inn Houston - NRG/Medical Center Area","8111 Kirby Dr"," HOUSTON"
1174691,"Aloft Houston by the Galleria","5415 Westheimer Rd"," HOUSTON"
1866401,"Holiday Inn Houston Westchase","10609 Westpark Dr"," HOUSTON"
8680341,"Holiday Inn Express & Suites Houston S - Medical Ctr Area","9300 South Main Street Medical Ctr Area"," HOUSTON"
10259430,"Comfort Suites Houston I-45 North","14380 North Fwy"," HOUSTON"
223172,"Red Roof PLUS+ Houston - Energy Corridor","15701 Park Ten Pl"," HOUSTON"
98981,"Holiday Inn Houston SW - Sugar Land Area","11160 Southwest Fwy"," HOUSTON"
12347464,"Econo Lodge Inn & Suites Houston NW-CY-Fair","11570 FM 1960 Rd W"," HOUSTON"
595438,"Extended Stay America - Houston - Katy Freeway - Energy Corridor","15385 Katy Fwy # I-10"," HOUSTON"
4551372,"La Quinta Inn & Suites by Wyndham Houston NW Beltway8/Westrd","9034 W Sam Houston"," HOUSTON"
11695787,"Hyatt Place Houston NW Vintage Park","20330 Tomball Parkway"," HOUSTON"
1657341,"Courtyard Houston Medical Center/NRG Park","7702 Main St Houston Medical Center"," HOUSTON"
1957204,"La Maison in Midtown","2800 Brazos St"," HOUSTON"
107836,"The St. Regis Houston","1919 Briar Oaks Lane"," HOUSTON"
15132612,"Wanderstay Houston Hostel","4018 Chartres St"," HOUSTON"
6833982,"Best Western Premier Ashton Suites-Willowbrook","7495 W Greens Rd"," HOUSTON"
99135,"The Westin Oaks Houston At The Galleria","5011 Westheimer at Post Oak"," HOUSTON"
223164,"Homewood Suites by Hilton Houston - Clear Lake NASA","401 Bay Area Blvd"," HOUSTON"
518371,"Hilton Garden Inn Houston Westbelt","6855 W Sam Houston Pkwy S"," HOUSTON"
12578740,"Hyatt Place Houston Northwest/Cy-Fair","19813 Northwest Fwy"," HOUSTON"
18720994,"Courtyard Houston Heights/I-10","3220 Katy Fwy"," HOUSTON"
107991,"Best Western Plus Houston Energy Corridor","1000 Highway 6 N"," HOUSTON"
12103649,"Days Inn & Suites by Wyndham Houston NW Cypress","10650 Huffmeister Rd"," HOUSTON"
3191802,"Residence Inn Houston I-10 West/Park Row","1550 Barker Cypress Rd"," HOUSTON"
99104,"Hyatt Regency Houston Intercontinental Airport","425 N Sam Houston Pkwy E"," HOUSTON"
107982,"Wyndham Garden Houston Willowbrook","18818 Tomball Pkwy State Highway 249"," HOUSTON"
7343310,"Hampton Inn & Suites Houston North IAH","707 N Sam Houston Pkwy E"," HOUSTON"
73445,"Baymont by Wyndham Houston/Westchase","2950 W Sam Houston Pkwy S"," HOUSTON"
8554779,"Courtyard Houston I-10 West/Park Row","18010 Park Row Drive"," HOUSTON"
223192,"Extended Stay America - Houston - Med. Ctr. - NRG Park - Braeswood Blvd","1301 Braeswood Blvd"," HOUSTON"
657890,"Homewood Suites by Hilton Houston West-Energy Corridor","14450 Park Row Dr"," HOUSTON"
631349,"Hampton Inn & Suites Houston-Bush Intercontinental Airport","15831 John F Kennedy Blvd"," HOUSTON"
1197126,"Comfort Inn & Suites Houston I-10 West Energy Corridor","12323 Katy Fwy"," HOUSTON"
15190343,"Home2 Suites by Hilton at the Galleria","3414 Sage Rd"," HOUSTON"
99081,"Grand Tuscany Hotel","12801 Northwest Fwy"," HOUSTON"
223169,"Microtel Inn & Suites by Wyndham Houston","1620 Nasa Road One"," HOUSTON"
17351691,"AC Hotel by Marriott Houston Downtown","723 Main Street"," HOUSTON"
9981531,"Americas Best Value Inn & Suites Houston at Hwy 6","5022 Addicks Satsuma Rd"," HOUSTON"
7736841,"OYO Hotel Houston Southwest Galleria","6885 Southwest Fwy"," HOUSTON"
1511925,"La Quinta Inn & Suites by Wyndham Houston Channelview","5520 E Sam Houston Pkwy N"," HOUSTON"
99007,"Doubletree Houston Intercontinental Airport","15747 John F Kennedy Blvd"," HOUSTON"
99060,"Omni Houston Hotel","4 Riverway"," HOUSTON"
223139,"HYATT House Houston/Galleria","3440 Sage Rd"," HOUSTON"
6467918,"SpringHill Suites Houston I-45 North","15555 North Fwy"," HOUSTON"
7355288,"SpringHill Suites Houston Downtown/Convention Center","914 Dallas St"," HOUSTON"
223147,"Fairfield Inn & Suites Houston Energy Corridor/Katy Freeway","15111 Katy Fwy"," HOUSTON"
223148,"Red Roof PLUS+ & Suites Houston - IAH Airport SW","502 N Sam Houston Pkwy E"," HOUSTON"
8778641,"Homewood Suites by Hilton Houston Downtown","710 Crawford St"," HOUSTON"
1218737,"La Quinta Inn & Suites by Wyndham Houston East at Normandy","930 Normandy St"," HOUSTON"
223193,"Wingate by Wyndham Houston / Willowbrook","9050 Mills Rd"," HOUSTON"
107913,"Extended Stay America - Houston - Galleria - Westheimer","4701 Westheimer Rd"," HOUSTON"
99066,"SpringHill Suites Houston Medical Center/NRG Park","1400 Old Spanish Trl"," HOUSTON"
223165,"Homewood Suites by Hilton Houston - Westchase","2424 Rogerdale Rd"," HOUSTON"
108020,"Best Western Plus Heritage Inn","10521 East Fwy"," HOUSTON"
108038,"Hilton University of Houston","4800 Calhoun Rd"," HOUSTON"
263231,"Extended Stay America - Houston - NASA - Johnson Space Center","1410 Nasa Pkwy # 1"," HOUSTON"
223144,"Courtyard by Marriott Houston Northwest","11050 Louetta Rd"," HOUSTON"
13587772,"Homewood Suites by Hilton Houston NW at Beltway 8","8950 Fallbrook Dr"," HOUSTON"
223150,"Hampton Inn Houston - I-10W, Energy Cor","11333 Katy Fwy"," HOUSTON"
11914788,"Americas Best Value Inn - Houston / FM 529","13438 FM 529 Rd"," HOUSTON"
3236579,"Crowne Plaza Houston Galleria Area","7611 Katy Fwy"," HOUSTON"
1636050,"Americas Best Value Inn - Medical Center North","2419 Riverside Dr"," HOUSTON"
107826,"Houston Marriott North","255 N Sam Houston Pkwy E"," HOUSTON"
223137,"La Quinta Inn & Suites by Wyndham Houston Northwest","11130 Northwest Fwy"," HOUSTON"
15222648,"Americas Best Value Inn Houston Willowbrook","18805 State Highway 249"," HOUSTON"
108148,"Holiday Inn Houston Intercontinental Airport","15222 John F Kennedy Blvd"," HOUSTON"
10259175,"Aloft Houston Downtown","820 Fannin St"," HOUSTON"
108150,"Courtyard by Marriott Houston Hobby Airport","9190 Gulf Fwy"," HOUSTON"
13974781,"Townhouse Houston I-45 North","12701 North Fwy"," HOUSTON"
239853,"Best Western Plus Downtown Inn & Suites","915 W Dallas St"," HOUSTON"
286987,"The Westin Houston Downtown","1520 Texas Avenue"," HOUSTON"
665163,"Courtyard Houston by The Galleria","2900 Sage Rd"," HOUSTON"
226753,"Super 8 by Wyndham Houston/Nasa/Webster Area","18103 Kings Row"," HOUSTON"
570279,"Hilton Garden Inn Houston Galleria Area","3201 Sage Rd"," HOUSTON"
12525394,"Courtyard Houston Intercontinental Airport","15838 John F Kennedy Blvd"," HOUSTON"
108130,"Extended Stay America - Houston - Med. Ctr. - NRG Park - Kirby","1303 La Concha Ln"," HOUSTON"
1862847,"Embassy Suites by Hilton Houston Downtown","1515 Dallas St"," HOUSTON"
116265,"Best Western Plus North Houston Inn & Suites","14753 North Fwy I-45 N & Exit 63 Airtex Dr"," HOUSTON"
268151,"Residence Inn Houston Downtown/Convention Center","904 Dallas St"," HOUSTON"
1852890,"La Quinta Inn & Suites by Wyndham Houston Energy Corridor","2451 Shadow View Ln"," HOUSTON"
223179,"Comfort Inn & Suites","6687 Southwest Fwy"," HOUSTON"
268145,"Holiday Inn Express & Suites Houston - Memorial Park Area","7625 Katy Fwy"," HOUSTON"
7767530,"SpringHill Suites by Marriott Houston Northwest","20303 Chasewood Park Drive"," HOUSTON"
217746,"Extended Stay America - Houston - Galleria - Uptown","2300 West Loop S"," HOUSTON"
107990,"Extended Stay America - Houston - Med. Ctr. - Greenway Plaza","2330 Southwest Fwy"," HOUSTON"
1146185,"WoodSpring Suites Conroe","2551 I 45 North"," HOUSTON"
486939,"Hampton Inn & Suites Houston-Westchase","6440 W Sam Houston Pkwy S"," HOUSTON"
107825,"Extended Stay America - Houston - I-45 North","13505 North Fwy"," HOUSTON"
1236696,"Super 8 by Wyndham Iah West/Greenspoint","1230 N Sam Houston Pkwy E"," HOUSTON"
14940233,"Super 8 by Wyndham Houston Northwest Cypress","10710 Huffmeister Rd"," HOUSTON"
239356,"Americas Best Value Inn & Suites Houston FM 1960 I-45","609 FM 1960 West"," HOUSTON"
12819026,"Holiday Inn Express & Suites Houston IAH - Beltway 8","1920 N Sam Houston Pkwy E"," HOUSTON"
15618500,"Americas Best Value Inn & Suites Northeast Houston I-610","7003 North Loop E"," HOUSTON"
8279155,"SpringHill Suites Houston Westchase","5851 Rogerdale Rd"," HOUSTON"
17767049,"Home2 Suites by Hilton Houston IAH Airport Beltway 8","705 N Sam Houston Pkwy E"," HOUSTON"
108066,"Crowne Plaza Houston Near Reliant - Medical","8686 Kirby Dr 2350 South Loop West at Kirby"," HOUSTON"
12712267,"Best Western Plus Houston I-45 North Inn & Suites","220 Greens Landing Dr"," HOUSTON"
217744,"Extended Stay America - Houston - Willowbrook","13223 Champions Centre Dr"," HOUSTON"
223156,"Frontier Hotel","11230 Southwest Fwy"," HOUSTON"
141893,"Hampton Inn & Suites Houston I-10/Central","5820 Katy Fwy"," HOUSTON"
98952,"Four Seasons Hotel Houston","1300 Lamar St"," HOUSTON"
142353,"Americas Best Value Inn- near NRG Park/Medical Center","7905 South Main Street"," HOUSTON"
108142,"Best Western Plus JFK Inn & Suites","15615 John F Kennedy Blvd"," HOUSTON"
1236706,"Super 8 by Wyndham Houston Hobby Airport South","10130 Almeda Genoa Rd"," HOUSTON"
622987,"Modern B&B","4003 Hazard St"," HOUSTON"
6419978,"Holiday Inn Express Hotel & Suites Houston Northwest-Brookhollow","4900 Federal Plz"," HOUSTON"
99054,"Houston Marriott West Loop by The Galleria","1750 West Loop S"," HOUSTON"
223176,"Bridgeway Suites Houston IAH North","655 N Sam Houston Pkwy E"," HOUSTON"
98991,"Houston Marriott Medical Center/Museum District","6580 Fannin St Driveway Entrance on 1730 Dryden Road"," HOUSTON"
219703,"Sheraton Houston Brookhollow Hotel","3000 North Loop W"," HOUSTON"
108010,"Econo Lodge Inn & Suites East Houston I-10","1016 Maxey Rd"," HOUSTON"
107812,"Best Western Windsor Suites","13371 FM 1960 West / Hwy 6"," HOUSTON"
1158926,"Hilton Garden Inn Houston Energy Corridor","12245 Katy Fwy"," HOUSTON"
13983232,"WoodSpring Suites Houston 288 South Medical Center","13150 Cityscape Avenue"," HOUSTON"
240439,"Hilton Garden Inn Houston / Bush Intercontinental Airport","15400 John F Kennedy Blvd"," HOUSTON"
223142,"Country Inn & Suites by Radisson, Houston IAH Airport - JFK Boulevard","15555 B JFK Boulevard"," HOUSTON"
12339696,"Le Meridien Houston Downtown","1121 Walker Street"," HOUSTON"
15565290,"Platinum Inn And Suites","12410 Northwest Fwy"," HOUSTON"
107986,"Extended Stay America - Houston - I-10 West - Citycentre","11175 Katy Fwy"," HOUSTON"
220094,"Sonesta ES Suites Houston Galleria","5190 Hidalgo St"," HOUSTON"
11668367,"Holiday Inn Express & Suites Houston East - Beltway 8","6175 E Sam Houston Pkwy N"," HOUSTON"
223146,"Extended Stay America - Houston - Westchase - Richmond","3200 W Sam Houston Pkwy S"," HOUSTON"
20834195,"GreenTree Hotel Houston Hobby","7902 Mosley Rd"," HOUSTON"
5551125,"Comfort Suites near Westchase on Beltway 8","7707 W Sam Houston Pkwy S"," HOUSTON"
223177,"Quality Inn & Suites Reliant Park/Medical Center","2364 S Loop W"," HOUSTON"
107863,"Extended Stay America - Houston - Westchase - Westheimer","2424 W Sam Houston Pkwy S"," HOUSTON"
288460,"Courtyard Houston-West University","2929 Westpark Dr"," HOUSTON"
653244,"OYO Hotel & Apartments Houston Galleria","3101 Sage Rd"," HOUSTON"
277895,"Studio 6 Houston - Clear Lake","15313 Gulf Fwy"," HOUSTON"
7932560,"SpringHill Suites Houston I-10 West/Energy Corridor","1350 Broadfield Blvd"," HOUSTON"
16712452,"Residence Inn Houston Medical Center/NRG Park","7807 Kirby Dr"," HOUSTON"
223149,"Hampton Inn Houston Hobby Airport","8620 Airport Blvd"," HOUSTON"
6566414,"Holiday Inn Express & Suites Houston North- IAH Area","35 Aldine Bender Rd"," HOUSTON"
223180,"Comfort Inn Hwy. 290/NW","7887 W Tidwell Rd"," HOUSTON"
98989,"DoubleTree by Hilton Houston Hobby Airport","8181 Airport Blvd"," HOUSTON"
12207629,"Haven Inn & Suites","5004 North Fwy"," HOUSTON"
268149,"Courtyard Houston Downtown/Convention Center","916 Dallas St"," HOUSTON"
107768,"Comfort Inn & Suites FM1960-Champions","3555 FM 1960 West"," HOUSTON"
124460,"Comfort Suites Houston NW - Vintage Park","21222 Tomball Parkway"," HOUSTON"
9884015,"Home2 Suites by Hilton Houston Willowbrook","7815 Willow Chase Blvd"," HOUSTON"
223171,"Super 8 by Wyndham Houston/Willowbrook/Hwy 249","18836 State Highway 249"," HOUSTON"
98920,"Houston Marriott Westchase","2900 Briarpark Dr"," HOUSTON"
609502,"Staybridge Suites Houston-Willowbrook","10750 N Gessner Rd"," HOUSTON"
99101,"Sheraton North Houston at George Bush Intercontinental","15700 John F Kennedy Blvd"," HOUSTON"
503400,"Best Western Plus Sam Houston Inn & Suites","8049 N Sam Houston Pkwy W"," HOUSTON"
277894,"Homewood Suites by Hilton HOU Intercontinental Airport","1340 N Sam Houston Pkwy E"," HOUSTON"
107924,"Courtyard Houston Westchase","9975 Westheimer Rd"," HOUSTON"
10131683,"Holiday Inn Express & Suites Houston - Hobby Airport Area","9185 Gulf Freeway"," HOUSTON"
107952,"Sonesta Simply Suites Houston CityCentre I-10 West","10503 Town and Country Way"," HOUSTON"
98936,"Courtyard by Marriott Houston Brookhollow","2504 North Loop W"," HOUSTON"
645215,"Studio 6 Houston, TX","415 FM 1960 Rd"," HOUSTON"
223143,"Radisson Hotel Houston Intercontinental Airport North","16500 Hedgecroft Dr"," HOUSTON"
14055629,"Baymont by Wyndham Houston Hobby Airport","11412 Gulf Fwy Right across Walmart & Murphy Gas station"," HOUSTON"
2712053,"Staybridge Suites Houston IAH - Beltway 8","1910 N Sam Houston Pkwy E"," HOUSTON"
12429517,"Four Points by Sheraton Houston Intercontinental Airport","1450 N Sam Houston Pkwy E"," HOUSTON"
12097603,"Hotel Bella","13320 Tomball Pwky"," HOUSTON"
217745,"Extended Stay America - Houston - Med. Ctr. - NRG Park - Fannin","7979 Fannin St"," HOUSTON"
21381506,"Courtyard By Marriott Houston I-10 West/Memorial","9444 Katy Fwy"," HOUSTON"
82202,"Sara's Bed & Breakfast Inn","941 Heights Blvd"," HOUSTON"
3393901,"Hilton Garden Inn Houston NW America Plaza","14919 Northwest Fwy"," HOUSTON"
1440365,"Sleep Inn & Suites","2475 North I-45 Freeway"," HOUSTON"
107956,"Extended Stay America - Houston - Northwest - HWY 290 - Hollister","5454 Hollister St"," HOUSTON"
17154826,"Holiday Inn Nw Houston Beltway 8","3539 N Sam Houston Pkwy W"," HOUSTON"
674319,"Comfort Suites Houston IAH/Beltway 8","1350 N Sam Houston Pkwy E"," HOUSTON"
107776,"Quality Suites North","150 Overland Trl"," HOUSTON"
223166,"Homewood Suites by Hilton Houston Willowbrook Mall","7655 West FM 1960"," HOUSTON"
1146238,"WoodSpring Suites Houston I-45 Airtex","14900 North Fwy"," HOUSTON"
7791774,"Hampton Inn Houston I-10 East","10505 East Fwy"," HOUSTON"
10799285,"Modo Inn","1040 Freeport St"," HOUSTON"
1155392,"Athens Hotel Suites","1308 Clay St"," HOUSTON"
596014,"Staybridge Suites Houston West / Energy Corridor","1225 Eldridge Pkwy"," HOUSTON"
1583951,"Days Inn & Suites by Wyndham Houston / West Energy Corridor","7111 Rancho Mission Dr"," HOUSTON"
239865,"Best Western Plus Northwest Inn & Suites","11611 Northwest Fwy"," HOUSTON"
98999,"Courtyard Houston I-10 West/Energy Corridor","12401 Katy Fwy I-10 & Dairy Ashford"," HOUSTON"
1649109,"Houston Marriott Energy Corridor","16011 Katy Fwy"," HOUSTON"
530458,"La Quinta Inn & Suites by Wyndham Houston West at Clay Road","4424 Westway Park Blvd"," HOUSTON"
142023,"Ramada by Wyndham Houston Intercontinental Airport South","15350 John F Kennedy Blvd"," HOUSTON"
1514581,"Red Lion Hotel Houston Intercontinental Airport","500 N Sam Houston Pkwy E"," HOUSTON"
123943,"Days Inn by Wyndham Houston-Galleria TX","3333 Fountain View Dr"," HOUSTON"
109742,"Hampton Inn Houston Northwest","20035 Northwest Fwy"," HOUSTON"
1549134,"Houston Marriott South at Hobby Airport","9100 Gulf Fwy"," HOUSTON"
18721018,"TownePlace Suites Houston Hobby Airport","9101 Gulf Fwy"," HOUSTON"
107993,"HomeTowne Studios by Red Roof Houston - West Oaks","2130 Highway 6 S"," HOUSTON"
2152775,"Bear Creek Inn","4204 Highway 6 N"," HOUSTON"
99031,"America's Inn","8201 Southwest Fwy Houston Southwest Hwy 59S @ Gessner"," HOUSTON"
109734,"OYO Hotel Houston Galleria West","9041 Westheimer Rd"," HOUSTON"
12104043,"Travelodge by Wyndham Houston Hobby Airport","8850 Airport Blvd"," HOUSTON"
107757,"OYO Townhouse Houston George Bush Intercontinental","702 N Sam Houston Pkwy E"," HOUSTON"
10367555,"Residence Inn Houston West/Beltway 8 at Clay Road","10421 Clay Rd"," HOUSTON"
292556,"Fairfield Inn & Suites Houston Hobby Airport","8730 Gulf Fwy"," HOUSTON"
108061,"SpringHill Suites Houston Brookhollow","2750 North Loop W"," HOUSTON"
1642905,"Scott Inn & Suites - Downtown Houston","1933 Scott St"," HOUSTON"
14076683,"Holiday Inn Express & Suites Houston Westchase - Westheimer","11303 Westheimer Rd"," HOUSTON"
16712167,"Holiday Inn Express & Suites Houston W - Memorial City Area","10500 Katy Fwy"," HOUSTON"
1575212,"Holiday Inn Houston West Energy Corridor","1112 Eldridge Pkwy"," HOUSTON"
1558225,"Extended Stay America - Houston Kingwood","291 Kingwood Medical Dr"," HOUSTON"
